#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#AI_WE_ARE_LOSING;'I'm losing, but won't give up yet...';Je suis en train de perdre, mais je n'ai pas encore abandonné…;Ich unterliege, doch aufgeben werde ich noch nicht…;;Estoy perdiendo, pero no voy a rendirme aún…;;;;;;;;;x
#DECLARE_WAR_INTERACTION_0;Breaking the Truce would cost us §R$PRESTIGE$§! Prestige and lower all [Recipient.Religion.GetGroupName] rulers' opinion of us by §R$OPINION$§!;Rompre la trêve nous coûtera §R$PRESTIGE$§! de prestige et diminuera l’opinion que les souverains [Recipient.Religion.GetGroupName] ont de nous de §R$OPINION$§!;Ein Bruch des Waffenstillstands würde uns §R$PRESTIGE$§! kosten und die Meinung aller [Recipient.Religion.GetGroupName]-Herrscher über uns um §R$OPINION$§! verschlechtern;;Romper la tregua te costará §R$PRESTIGE$§! de Prestigio, y la opinión de todos los soberanos del [Recipient.Religion.GetGroupName] bajará en §R$OPINION$§!.;;;;;;;;;x
faction_claimant_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the installation of §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. If [Root.Liege.GetSubjectPronoun] refuses to comply, the Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger l'installation de §Y[Root.SupportedClaimant.GetBestName]§! sur le trône de §Y[Root.SupportedClaimantTitle.GetName]§!. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction p;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert die Einsetzung von §Y[Root.SupportedClaimant.GetBestName]§! auf dem Thron von §Y[Root.SupportedClaimantTitle.GetName]§!. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion ;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando que se instale a §Y[Root.SupportedClaimant.GetBestName]§! en el trono de §Y[Root.SupportedClaimantTitle.GetName]§!. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se suble;;;;;;;;;x
faction_independence_desc;Members seek complete independence. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!. The leader of the Independence faction is likelier to take greater risks than other faction leaders, and will have fewer qualms about striking when the liege is already under attack.;Les membres d'une faction cherchent à obtenir l'indépendance. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!. Le dirigeant de la Faction pour l'indépendance prendra sans doute de plus grands r;Mitglieder streben die völlige Unabhängigkeit an. Sobald §Y[From.GetBestName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden. Der Anführer der Unabhängigkeits-Fraktion wird, aller Wahrscheinlichkeit nach, ein höhere;;Reclaman la independencia completa. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!. El líder de la Facción Independencia es más propenso a tomar riesgos mayores que otros líderes y te;;;;;;;;;x
faction_independence_title;Independence;Indépendance;Unabhängigkeit;;Independencia;;;;;;;;;x
faction_independence_ultimatum;Demand Independence;Demande d'indépendance;Unabhängigkeit fordern;;Reclamar la independencia;;;;;;;;;x
faction_independence_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding independence for you and the other members of the Independence Faction. If [Root.Liege.GetSubjectPronoun] refuses to comply, the Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger votre indépendance ainsi que celle des membres de la Faction d'indépendance. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert Unabhängigkeit. Wenn [Root.Liege.GetSubjectPronoun] dies ablehnt, wird Eure Fraktion in einen Aufstand geraten.;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando la independencia para ti y los demás miembros de la Facción Independencia. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se sublevará.;;;;;;;;;x
faction_lower_crown_authority_desc;Members seek to lower the Crown Authority in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à diminuer l'autorité de la couronne à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;Mitglieder streben die Einführung einer schwächeren Kronenherrschaft in [This.GetName] an. Sobald §Y[From.GetBestName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Pretenden reducir la autoridad de la Corona en [This.GetName]. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
faction_lower_crown_authority_short;Lower Crown Authority;Diminuer l'autorité de la couronne;Schwächere Kronenherrschaft;;Reducir la autoridad de la Corona;;;;;;;;;x
faction_lower_crown_authority_title;Lower Crown Authority in [This.GetName];Diminuer l'autorité de la couronne à [This.GetName] ;Schwächere Kronenherrschaft in [This.GetName];;Reducir la autoridad de la Corona en [This.GetName];;;;;;;;;x
faction_lower_crown_authority_ultimatum;Demand Lower Crown Authority;Demande de diminution de l'autorité de la couronne;Schwächere Kronenherrschaft fordern;;Reclamar la reducción de la autoridad de la Corona;;;;;;;;;x
faction_lower_crown_authority_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding lower Crown Authority. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger une diminution de l'autorité de la couronne. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert eine schwächere Kronenherrschaft. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando la reducción de la autoridad de la Corona. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se sublevará.;;;;;;;;;x
faction_succ_feudal_elective_desc;Members seek to institute Elective Monarchy in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à établir la monarchie élective à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;Mitglieder streben die Einführung einer Wahlmonarchie in [This.GetName] an. Sobald §Y[From.GetBestName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Pretenden instaurar la Monarquía Electiva en [This.GetName]. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
faction_succ_feudal_elective_short;Elective Succession;Succession élective;Wahlnachfolge;;Sucesión Electiva;;;;;;;;;x
faction_succ_feudal_elective_title;Elective Succession in [This.GetName];Succession élective à [This.GetName];Wahlnachfolge in [This.GetName];;Sucesión Electiva en [This.GetName];;;;;;;;;x
faction_succ_feudal_elective_ultimatum;Demand Elective Monarchy;Demande de monarchie élective;Eine Wahlmonarchie fordern;;Reclamar la Monarquía Electiva;;;;;;;;;x
faction_succ_feudal_elective_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the institution of Elective Monarchy. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger l'instauration d'une monarchie élective. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert eine Wahlmonarchie. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando la instauración de la Monarquía Electiva. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se sublevará.;;;;;;;;;x
faction_succ_gavelkind_desc;Members seek to institute Gavelkind succession in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à établir la succession par Gavelkind à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;Mitglieder streben die Einführung einer Nachfolge nach Realteilung in [This.GetName] an. Sobald §Y[From.GetBestName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Pretenden instaurar la sucesión por Gavelkind en [This.GetName]. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
faction_succ_gavelkind_short;Gavelkind Succession;Succession par Gavelkind;Nachfolge nach Realteilung;;Sucesión por Gavelkind;;;;;;;;;x
faction_succ_gavelkind_title;Gavelkind Succession in [This.GetName];Succession par Gavelkind à [This.GetName] ;Nachfolge nach Realteilung in [This.GetName];;Sucesión por Gavelkind en [This.GetName];;;;;;;;;x
faction_succ_gavelkind_ultimatum;Demand Succession by Gavelkind;Demande de succession par Gavelkind;Eine Nachfolge nach Realteilung fordern;;Reclamar la sucesión por Gavelkind;;;;;;;;;x
faction_succ_gavelkind_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Gavelkind. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger la succession par Gavelkind. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert die Nachfolge nach Realteilung. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando la instauración de la sucesión por Gavelkind. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se sublevará.;;;;;;;;;x
faction_succ_primogeniture_desc;Members seek to institute succession by Primogeniture in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à établir la succession par primogéniture à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;Mitglieder streben die Einführung einer Nachfolge nach Primogenitur in [This.GetName] an. Sobald §Y[From.GetBestName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Pretenden instaurar la sucesión por Primogenitura en [This.GetName]. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
faction_succ_primogeniture_short;Primogeniture Succession;Succession par primogéniture;Nachfolge nach Primogenitur;;Sucesión por Primogenitura;;;;;;;;;x
faction_succ_primogeniture_title;Primogeniture Succession in [This.GetName];Succession par primogéniture à [This.GetName];Nachfolge nach Primogenitur in [This.GetName];;Sucesión por Primogenitura en [This.GetName];;;;;;;;;x
faction_succ_primogeniture_ultimatum;Demand Succession by Primogeniture;Demande de succession par primogéniture;Nachfolge nach Primogenitur fordern;;Reclamar la sucesión por Primogenitura;;;;;;;;;x
faction_succ_primogeniture_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Primogeniture. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger la succession par primogéniture. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert die Nachfolge nach Primogenitur. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando la sucesión por Primogenitura. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se sublevará.;;;;;;;;;x
faction_succ_seniority_desc;Members seek to institute succession by Seniority in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à établir la succession par séniorité à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;Mitglieder streben die Einführung einer Nachfolge nach Seniorität in [This.GetName] an. Sobald §Y[From.GetBestName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Pretenden instaurar la sucesión por Antigüedad en [This.GetName]. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
faction_succ_seniority_short;Seniority Succession;Succession par séniorité;Nachfolge nach Seniorität;;Sucesión por Antigüedad;;;;;;;;;x
faction_succ_seniority_title;Seniority Succession in [This.GetName];Succession par séniorité à [This.GetName];Nachfolge nach Seniorität in [This.GetName];;Sucesión por Antigüedad en [This.GetName];;;;;;;;;x
faction_succ_seniority_ultimatum;Demand Succession by Seniority;Demande de succession par séniorité;Nachfolge nach Seniorität fordern;;Reclamar la sucesión por Antigüedad;;;;;;;;;x
faction_succ_seniority_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Seniority. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger la succession par séniorité. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert die Nachfolge nach Seniorität. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Enviar un ultimátum a §Y[Root.Liege.GetBestName]§!, reclamando la sucesión por Antigüedad. Si [Root.Liege.GetSubjectPronoun] se niega a concederla, tu Facción se sublevará.;;;;;;;;;x
GAIN_CB;Gain casus-belli on $WHO$.\n;Obtention d’un casus belli sur $WHO$\n;Kriegsgrund gegen $WHO$ erhalten.\n;Zyskuje casus belli wzglêdem: $WHO$.\n;Obtención de un 'casus belli' contra $WHO$.\n;Ottieni casus belli per: $NEW$.\n;Casus Belli a következõvel szemben: $WHO$.\n;;;;;;;x
good_succ_law_change;Pleased by Succession Law Change;Satisfaction face à la nouvelle loi de succession;Erfreut durch Nachfolgerechtsänderung;;Complacido por el cambio en la ley de sucesión;;;;;;;;;x
heresiarch;Heresiarch;Hérésiarque;Häresiarch;;Heresiarca;;;;;;;;;x
heresiarch_desc;This character is the leader of a fanatic and militant heretic sect.;Ce personnage est le chef d’une secte hérétique militante et fanatique.;Dieser Charakter ist der Anführer einer fanatischen und militärischen, häretischen Sekte.;;Este personaje es el líder de una secta fanática y herética militante.;;;;;;;;;x
HERETIC_REVOLT;[Root.Religion.GetName] Uprising;Soulèvement [Root.Religion.GetName] ;[Root.Religion.GetName] Aufstand;;Alzamiento [Root.Religion.GetName];;;;;;;;;x
heretic_revolt_desc;Heretic leaders - heresiarchs - can rise up if the authority of the parent religion is low, spreading their errant beliefs with fire and sword.;Si l’autorité de leur religion parente est faible, les chefs hérétiques, les hérésiarques, peuvent se lever et étendre leur croyance déviante par le feu et la lame. ;Häretische Anführer – Häresiarchen – revoltieren manchmal, wenn die Autorität der herrschenden Religion niedrig ist und verbreiten ihren falschen Glauben mit Schwert und Feuer.;;Los Líderes Herejes (heresiarcas) pueden sublevarse si la autoridad de la religión paterna es baja, difundiendo sus creencias erróneas a sangre y fuego.;;;;;;;;;x
honored_alliance;Honored Alliance;Alliance honorée;Geehrtes Bündnis;;Alianza respetada;;;;;;;;;x
imperial_reconquest_desc;The lost territory of the Roman Empire must be reclaimed! §Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by §Y$TARGET$§! within the de jure §Y$TITLE$§!.;Le territoire perdu par l'Empire Romain doit être repris ! §Y$CLAIMANT$§! peut utiliser ce Casus Belli pour s'emparer de tous les tires détenus par §Y$TARGET$§! qui appartiennent de jure à §Y$TITLE$§!.;Die verlorenen Territorien des Römischen Reiches müssen zurückgewonnen werden! §Y$CLAIMANT$§! kann diesen Kriegsgrund nutzen, um alle Titel von §Y$TARGET$§! innerhalb von §Y$TITLE$§! zu konfiszieren.;;¡Los territorios perdidos del Imperio Romano han de ser recuperados! §Y$CLAIMANT$§! puede usar este Casus Belli para recuperar todos los títulos de §Y$TARGET$§! que se encuentren en el territorio de Jure de §Y$TITLE$§!.;;;;;;;;;x
invasion_desc;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, the titles to all currently occupied holdings will be seized.;§Y$CLAIMANT$§! a désormais le droit d’envahir le §Y$TITLE$§!. En cas de réussite, les titres de toutes les fiefs actuellement occupées seront saisis.;§Y$CLAIMANT$§! bekam das Recht zur Invasion für den Titel §Y$TITLE$§! gewährt. Im Erfolgsfall werden die Titel sämtlicher derzeit besetzter Besitztümer konfisziert.;;A §Y$CLAIMANT$§! se le ha concedido el derecho de invadir el §Y$TITLE$§!. Si triunfa se apoderará de los títulos de todas las posesiones actualmente ocupadas.;;;;;;;;;x
liberation_revolt_desc;The subjects of foreign lords can rise up in revolt and try to restore their old kingdom.;Les sujets de seigneurs étrangers peuvent démarrer des révoltes afin de rétablir leur ancien royaume.;Die Untergebenen fremder Herrscher können revoltieren und versuchen, ihr altes Königreich wiederherzustellen.;;Los súbditos de señores extranjeros pueden alzarse en revuelta y tratar de restablecer su antiguo reino.;;;;;;;;;x
lower_crown_authority_law_desc;§Y$CLAIMANT$§! can declare war to lower Crown Authority in the §Y$TITLE$§!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour affaiblir l’autorité de la Couronne de §Y$TITLE$§!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour affaiblir l’autorité de la Couronne de §Y$TITLE$§!;FAUX;§Y$CLAIMANT$§! puede declarar la guerra para reducir la autoridad de la Corona en el §Y$TITLE$§!;;;;;;;;;x
NATIONALIST_REVOLT;[Root.Kingdom.GetAdjective] Liberation Revolt;Révolte de libération [Root.Kingdom.GetAdjective];[Root.Kingdom.GetAdjective] Befreiungs-Aufstand;;Revuelta de Liberación [Root.Kingdom.GetAdjective];;;;;;;;;x
NO_REBELS;You are always at war with rebels.;Vous êtes toujours en guerre contre les rebelles.;Mit Rebellen befindet Ihr Euch immer im Krieg.;Zawsze jesteœ w stanie wojny z buntownikami.;Estáis en guerra permanente contra los rebeldes.;Sei sempre in guerra contro ribelli.;;Mindig háborúban állsz a lázadókkal.;S rebely vždy válèíte automaticky.;;;;;x
NO_WAR_ALLIED;You may not declare war upon a country which you have an Alliance with. Break the Alliance first.;Vous ne pouvez pas déclarer la guerre à un pays auquel vous êtes allié. Rompez d‘abord l’alliance.;Ihr könnt keinem Land den Krieg erklären, mit dem Ihr ein Bündnis habt. Brecht zuerst das Bündnis.;Nie mo¿esz wypowiedzieæ wojny pañstwu, z którym masz podpisany sojusz. Najpierw wyjdŸ z sojuszu.;No podéis declararle la guerra a un país con el que tenéis una alianza. Primero, disolved la alianza.;Non puoi dichiarare guerra a una nazione con cui sei alleato. Devi prima annullare l'alleanza.;;Nem indíthatsz olyan ország ellen háborút, amellyel szövetségben állsz. Elõször szakítsd meg a szövetséget.;Nemùžete vyhlásit válku zemi, která je vaším spojencem. Nejprve musíte zrušit alianci.;;;;;x
NO_WAR_CHAOS;You may not declare war at the moment as your country is too disorganized. Get above -3 stability first;Vous ne pouvez pas déclarer la guerre pour le moment, car votre pays est trop désorganisé. Remontez d’abord votre stabilité au-dessus de -3.;Ihr könnt im Moment keinen Krieg erklären, da Euer Land zu desorganisiert ist. Ihr müsst zuerst einen Stabilitätswert über -3 erreichen;Nie mo¿esz wypowiedzieæ wojny w tym momencie, poniewa¿ kraj jest pogr¹¿ony w chaosie. Najpierw nale¿y osi¹gn¹æ stabilnoœæ powy¿ej poziomu -3.;De momento no podéis declarar la guerra, pues vuestro país está muy desorganizado. Antes debéis mejorar vuestra estabilidad por encima de -3.;Non puoi dichiarare guerra adesso perché il tuo paese è troppo disorganizzato. Devi prima portare la tua stabilità ad almeno -3;;Ebben a pillanatban nem indíthatsz háborút, mivel országod túl szervezetlen. Stabilitásodat vidd -3 fölé.;Nemùžete vyhlásit válku - ve vaší zemi vládne pøíliš velký zmatek. Nejprve musí stabilita vzrùst nad -3;;;;;x
NO_WAR_UNION;You can not declare war on a country with which you have a Union.;Vous ne pouvez pas déclarer la guerre à un pays auquel vous êtes lié par une union.;Ihr könnt keinem Land den Krieg erklären, mit dem Ihr eine Union habt.;Nie mo¿esz wypowiedzieæ wojny pañstwu, z którym masz uniê personaln¹.;No podéis declararle la guerra a un país con el que tenéis una unión.;Non puoi dichiarare guerra a una nazione con cui hai una unione.;;Nem indíthatsz támadást egy olyan ország ellen, amellyel unióban állsz.;Nemùžete vyhlásit válku zemi, která je vaším spojencem.;;;;;x
NO_WAR_WHEN_REGENCY;While we have a Regency Council, we can not start any wars.;Il faudra attendre la fin de la Régence pour déclencher une nouvelle guerre.;Solange wir einen Regentschaftsrat haben, können wir keine Kriege anzetteln.;Kiedy krajem rz¹dzi rada regencyjna, nie mo¿emy wypowiadaæ ¿adnych wojen.;No podemos iniciar guerras mientras tengamos un consejo de regencia.;Finché avremo un consiglio di reggenza, non potremo iniziare nessuna guerra.;;Amíg régenstanácsunk van nem kezdeményezhetünk semmilyen háborút.;Dokud nám vládne regentská rada, nemùžeme si zaèínat žádné války.;;;;;x
OFFER_PEACE_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! accepted §Y[Actor.GetBestName]'s§! Peace Offer.;§Y[Recipient.GetBestName]§! a accepté l’offre de paix de §Y[Actor.GetBestName]§!.;§Y[Recipient.GetBestName]§! akzeptierte das Friedensangebot von §Y[Actor.GetBestName]§!.;;§Y[Recipient.GetBestName]§! ha aceptado la oferta de paz de §Y[Actor.GetBestName]§!.;;;;;;;;;x
OFFER_PEACE_INTERACTION_ACCEPT_SETUP;Peace Offer Accepted;Offre de paix acceptée;Friedensangebot angenommen;;Oferta de paz aceptada;;;;;;;;;x
OFFER_PEACE_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused §Y[Actor.GetBestName]'s§! Peace Offer.;§Y[Recipient.GetBestName]§! a refusé l’offre de paix de §Y[Actor.GetBestName]§!.;§Y[Recipient.GetBestName]§! lehnte das Friedensangebot von §Y[Actor.GetBestName]§! ab.;;§Y[Recipient.GetBestName]§! ha rechazado la oferta de paz de §Y[Actor.GetBestName]§! .;;;;;;;;;x
OFFER_PEACE_INTERACTION_DECLINE_SETUP;Peace Offer Declined;Offre de paix refusée;Friedensangebot abgelehnt;;Oferta de paz rechazada;;;;;;;;;x
OFFER_PEACE_INTERACTION_DESC;Offer Peace to a character;Offrez la paix à un personnage.;Einem Charakter Frieden anbieten;;Ofrece la paz a un personaje.;;;;;;;;;x
OFFER_PEACE_INTERACTION_LONG_DESC;Attempt to negotiate an end to our current war.;Tentez de négocier pour mettre fin à la guerre que nous livrons.;Verhandlungen zur Beendigung unseres aktuellen Krieges versuchen.;;Intenta negociar el fin de la guerra actual.;;;;;;;;;x
OFFER_PEACE_INTERACTION_OFFER;[Actor.GetBestName] has presented us the following peace offer:;[Actor.GetBestName] nous a proposé l’offre de paix suivante :;[Actor.GetBestName] hat uns folgendes Friedensangebot unterbreitet:;;[Actor.GetBestName] nos ha presentado la siguiente oferta de paz:;;;;;;;;;x
OFFER_PEACE_INTERACTION_TITLE;Offer Peace;Offrir la paix;Frieden anbieten;;Ofrecer la paz;;;;;;;;;x
ON_CB_ADD_DESC;§YWhen we declare war:§W\n;§YLorsque nous déclarons la guerre :§W\n;§YWenn wir einen Krieg erklären:§W\n;;§YCuando declaremos la guerra:§W\n;;;;;;;;;x
ON_CB_ATTACKERDEATH_DESC;§YIf leader of attacking alliance dies:§W\n;§YSi le chef de l’alliance attaquante meurt :§W\n;§YWenn der Anführer eines angreifenden Bündnisses stirbt:§W\n;;§YSi el líder de la facción atacante muere:§W\n;;;;;;;;;x
ON_CB_DEFENDERDEATH_DESC;§YIf leader of defending alliance dies:§W\n;§YSi le chef de l’alliance défenderesse meurt :§W\n;§YSi le chef de l’alliance défenderesse meurt :§W\n;FAUX;§YSi el líder de la facción que defiende muere:§W\n;;;;;;;;;x
ON_CB_FAIL_DESC;§YIf we make a white peace:§W\n;§YSi nous concluons une paix blanche :§W\n;§YWenn wir einen Weißen Frieden schließen:§W\n;;§YSi hacemos la paz blanca:§W\n;;;;;;;;;x
ON_CB_REVERSEDEMAND_DESC;§YIf we lose the war:§W\n;§YSi nous sommes défaits :§W\n;§YSi nous sommes défaits :§W\n;FAUX;§YSi perdemos la guerra:§W\n;;;;;;;;;x
ON_CB_SUCCESS_DESC;§YIf we win the war:§W\n;§YSi nous l'emportons :§W\n;§YSi nous l'emportons :§W\n;FAUX;§YSi ganamos la guerra:§W\n;;;;;;;;;x
ON_CB_THIRDPARTY_DESC;§YIf $CHARACTER$ dies:§W\n;§YSi $CHARACTER$ meurt :§W\n;§YWenn $CHARACTER$ stirbt:§W\n;;§YSi $CHARACTER$ muere:§W\n;;;;;;;;;x
opinion_ally;Ally;Allié;Verbündeter;;Aliado;;;;;;;;;x
opinion_at_war;At War;En guerre;Im Krieg;;En guerra;;;;;;;;;x
opinion_fellow_rebel;Fellow Rebel;Rebelle allié;Befreundeter Rebell;;Hermano Rebelde;;;;;;;;;x
opinion_mother_child;Mother;Mère;Mutter;;Madre;;;;;;;;;x
opinion_pretender;Pretender;Prétendant;Thronanwärter;;Pretendiente;;;;;;;;;x
opinion_rebel_leader;Leader of the Rebellion;Chef des rebelles;Führer der Rebellion;;Líder de la Rebelión;;;;;;;;;x
other_claim_on_liege_desc;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$PRESSER$§! pour appuyer la revendication de §Y$CLAIMANT$§! vis-à-vis du(de la) §Y$TITLE$§!;§Y$PRESSER$§! kann diesen Kriegsgrund benutzen, um §Y$CLAIMANT$s§! Anspruch auf den Titel §Y$TITLE$§! voranzutreiben;;Este Casus Belli puede ser usado por §Y$PRESSER$§! para instar la reclamación de §Y$CLAIMANT$§! de §Y$TITLE$§!;;;;;;;;;x
other_dejure_barony_claim_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de jure, un vassal de §Y$CLAIMANT$§!, ce qui est suffisant pour déclencher une guerre.;Der §Y$TITLE$§! ist - von Rechts wegen - ein Vasall von §Y$CLAIMANT$'s§!, was Grund genug für einen Krieg ist.;;El §Y$TITLE$§! es, de iure, un vasallo de §Y$CLAIMANT$§!, lo que es motivo suficiente para una guerra.;;;;;;;;;x
