#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ISNT_WICKED;Is not wicked;N'est pas une méchante personne;Ist nicht ruchlos;;No es malvado;;;;;;;;;x
cough;Cough;Toux;Husten;;Tos;;;;;;;;;x
cough_desc;This character is suffering from a bad cough - an annoying and sometimes painful ailment.;Ce personnage souffre d'une mauvaise toux - un mal pénible et parfois fort incommodant.;Diese Person leidet an einem schlimmen Husten. Ein störendes und zuweilen schmerzhaftes Gebrechen.;;Este personaje está sufriendo de una fea tos, una dolencia molesta y a veces dolorosa.;;;;;;;;;x
fever;Fever;Fièvre;Fieber;;Fiebre;;;;;;;;;x
fever_desc;This character has a fever - a very serious condition if ignored.;Ce personnage fait de la fièvre - il s'agit d'un état très sérieux si non traité.;Diese Person hat Fieber. Unbehandelt kann dies sehr gefährlich werden.;;Este personaje tiene fiebre, una afección muy grave si no se atiende.;;;;;;;;;x
diarrhea;Diarrhea;Diarrhée;Durchfall;;Diarrea;;;;;;;;;x
diarrhea_desc;This character has diarrhea - causing dehydration which can often be fatal.;Ce personnage a la diarrhée, ce qui peut le déssécher jusqu'à en mourir.;Diese Person leidet an Durchfall. Die damit einhergehende Austrocknung des Körpers führt oft zum Tode.;;Este personaje tiene diarrea, lo que provoca deshidratación, que puede ser fatal.;;;;;;;;;x
vomiting;Vomiting;Vomissements;Übelkeit;;Vómitos;;;;;;;;;x
vomiting_desc;This character is vomiting periodically - inability to keep food and drink down will drain their energy.;Ce personnage est en proie à des vomissements. Cette incapacité à conserver les liquides comme les solides l'affaiblit considérablement.;Diese Person muss sich regelmäßig übergeben. Da sie weder Wasser noch Nahrung bei sich behalten kann, wird sie immer schwächer.;;Este personaje vomita periódicamente, incapaz de guardar comida y bebida, agotará sus fuerzas.;;;;;;;;;x
chest_pain;Chest Pains;Douleurs de poitrine;Schmerzen in der Brust;;Dolores de pecho.;;;;;;;;;x
chest_pain_desc;This character is experiencing chest pains - whether the reason is stress, eating too much, or something else, they may be dead before anyone knows for sure.;Ce personnage éprouve des douleurs à la poitrine. Qu'il s'agisse du stress, d'une diète complaisante ou d'autre choses, il pourrait y passer sans qu'on en comprenne la véritable cause.;Diese Person leidet an Schmerzen in der Brust. Die Ursache kann Stress, zu reichliches Essen oder etwas völlig anderes sein. Diese Person könnte jedoch sterben, bevor die wahren Gründe offenkundig werden.;;Este personaje experimenta dolores en el pecho, ya sea por estrés, comer demasiado, u otra cosa, puede estar muertos antes de que alguien sepa el motivo.;;;;;;;;;x
cramps;Cramps;Crampes;Krämpfe;;Calambres;;;;;;;;;x
cramps_desc;This character is having cramps periodically - a very unpleasant experience and a dangerous ailment when occurring at the wrong place at the wrong time.;Ce personnage souffre de crampes. Une expérience plutôt déplaisante et qui peut se révéler fort dangereuse lorsqu'elle survient au moment moment.;Diese Person leidet unter regelmäßigen Krämpfen. Eine äußerst unangenehme Erfahrung und ein gefährliches Gebrechen, wenn es zur falschen Zeit am falschen Ort auftritt.;;Este personaje sufre calambres periódicamente, una dolencia muy desagradable y peligrosa cuando ocurre en el peor momento y el peor lugar.;;;;;;;;;x
rash;Rash;Irritations;Ausschlag;;Sarpullido;;;;;;;;;x
rash_desc;This character has a rash - itching and causing pain, a rash is usually considered very unattractive and could be the sign of something worse.;Ce personnage présentent des irritations accompagnées de douleurs et de démangeaisons. En plus de leur aspect repoussant, ces irritations sont souvent le symptôme d'un mal plus profond.;Diese Person hat einen Ausschlag. Neben dem Juckreiz und den Schmerzen gelten Ausschläge auch als äußerst unattraktiv und könnten ein Anzeichen für ein bedrohlicheres Leiden sein.;;Este personaje tiene un sarpullido que pica y causa dolor. El sarpullido se considera muy poco atractivo y puede ser señal de algo peor.;;;;;;;;;x
headache;Headache;Migraines;Kopfschmerzen;;Dolor de cabeza.;;;;;;;;;x
headache_desc;This character has a persistent headache - a sharp pain in the head, probably nothing...;Ce personnage vit des migraines à répétition. Une douleur aigue lui traverse le crâne, même s'il cherche à le minimiser.;Diese Person leidet an ununterbrochenen Kopfschmerzen. Ein stechender Schmerz im Kopf, vermutlich nichts Schlimmes ...;;Este personaje tiene un dolor de cabeza persistente, un dolor agudo en la cabeza, probablemente no sea nada...;;;;;;;;;x
one_legged;One-Legged;Unijambiste;Einbeinig;;Cojo;;;;;;;;;x
one_legged_desc;This character is missing a leg - a real disability when it comes to the battlefield or chasing youngsters.;Ce personnage a une jambe en moins, ce qui révèle autant un désavantage sur un champ de bataille que pour courir les jupons.;Dieser Person fehlt ein Bein. Eine wahre Behinderung auf dem Schlachtfeld oder wenn es darum geht, jungen Verehrern nachzujagen.;;A este personaje le falta una pierna, una autentica discapacidad en el campo de batalla o persiguiendo jóvenes.;;;;;;;;;x
one_handed;One-Handed;Manchot;Einhändig;;Manco;;;;;;;;;x
one_handed_desc;This character is missing a hand - having only one hand causes problems in combat but makes it easier to escape chores.;Ce personnage n'a qu'une seule main, ce qui lui pose problème au combat mais a l'élégant avantage de le dispenser de bien des corvées.;Dieser Person fehlt eine Hand. Dies ist im Kampf eher hinderlich, macht es aber einfacher, sich vor lästigen Pflichten zu drücken.;;A este personaje le falta una mano. Tener solo una mano puede causar problemas en el combate, pero hace más fácil evitar las tareas.;;;;;;;;;x
one_eyed;One-Eyed;Borgne;Einäugig;;Tuerto;;;;;;;;;x
one_eyed_desc;This character is missing an eye - not something you see every day.;Ce personnage ne voit plus que d'un œil, ce qui demeure plutôt inusité.;Dieser Person fehlt ein Auge. Das sieht man nicht alle Tage.;;A este personaje le falta un ojo... esto se ve todos los días.;;;;;;;;;x
disfigured;Disfigured;Défiguration;Entstellt;;Desfigurado.;;;;;;;;;x
disfigured_desc;This character is disfigured - a face few could love.;Ce personnage est défiguré, ce qui n'est guère attirant.;Diese Person ist entstellt. Mit solch einem Gesicht tut man sich in der Öffentlichkeit recht schwer.;;Este personaje está desfigurado, tiene un rostro que pocos amarían.;;;;;;;;;x
abdominal_pain;Abdominal Pain;Douleurs abdominales;Schmerzen im Unterleib;;Dolor abdominal.;;;;;;;;;x
abdominal_pain_desc;This character experiences abdominal pains - perhaps due to eating something bad, what else could it be?;Ce personnage a des douleurs abdominales, peut-être après avoir ingéré quelque chose de mauvais. Qu'est-ce que cela pourrait être autrement ?;Diese Person leidet an Schmerzen im Unterleib, weil sie vielleicht etwas Schlechtes gegessen hat. Was sonst könnte die Ursache sein?;;Este personaje experimenta dolores abdominales, quizá por comer algo en mal estado, ¿qué más puede ser?;;;;;;;;;x
fatigue;Fatigue;Fatigue;Erschöpfung;;Fatiga;;;;;;;;;x
fatigue_desc;This character is fatigued - every little effort just makes them exhausted.;Ce personnage est fatigué, l'épuisement le guette à chaque effort.;Diese Person ist erschöpft. Jede noch so kleine Anstrengung führt zu Ermüdung.;;Este personaje está fatigado, cualquier esfuerzo le deja agotado.;;;;;;;;;x
malaise;Malaise;Malaise;Unwohlsein;;Malestar;;;;;;;;;x
malaise_desc;This character experiences malaise - hard to say what is wrong, they just don't feel well.;Ce personnage a des malaises. La cause exacte en est inconnue, mais il ne se sent pas bien.;Diese Person leidet an Unwohlsein. Schwer zu sagen, was das Problem ist, sie fühlt sich einfach nicht gut.;;Este personaje experimenta malestar. No es fácil decir qué va mal, pero no se siente bien.;;;;;;;;;x
infection;Infection;Infection;Infektion;;Infección.;;;;;;;;;x
infection_desc;This character has an infection - it looks and smells bad, but it feels even worse.;Ce personnage a développé une infection. C'est hideux et l'odeur est pestilentielle, mais ce n'est rien comparé à la douleur engendrée.;Diese Person leidet an einer Infektion. Es sieht übel aus und riecht auch so, aber die Schmerzen sind noch schlimmer.;;Este personaje tiene una infección, parece y huele mal, pero se siente aún peor.;;;;;;;;;x
flu;Flu;Grippe;Grippe;;Gripe;;;;;;;;;x
flu_desc;This character has the flu - fever, headaches and chills.;Ce personnage a attrapé la grippe, il est fiévreux, grelottant et souffre de maux de tête.;Dieser Person hat die Grippe: Fieber, Kopfschmerzen und Schüttelfrost.;;Este personaje tiene la gripe: fiebre, dolor de cabeza y escalofríos.;;;;;;;;;x
dysentery;Dysentery;Dysenterie;Ruhr;;Disentería;;;;;;;;;x
dysentery_desc;This character has dysentery - a bad case of bloody diarrhea caused by inflamed bowels.;Ce personnage a la dysentrie, un fâcheuse diarrhée sanguinolente provoquées par des viscères enflammées.;Diese Person leidet an der Ruhr. Dieser blutige Durchfall ist ein Zeichen für entzündete Eingeweide.;;Este personaje tiene disentería, un mal caso de diarrea con sangre causada por inflamación de los intestinos.;;;;;;;;;x
gout;Gout;Goutte;Gicht;;Gota.;;;;;;;;;x
gout_desc;This character has gout - swelling and joint pain accompanied by fever and fatigue.;Ce personnage a la goutte. Ses articulations sont douloureuses et enflées, en plus de souffrir de fièvre et de fatigue;Diese Person leidet an Gicht: Geschwollene und schmerzenden Gelenke sowie Fieber und Erschöpfung.;;Este personaje tiene gota, hinchazón y dolor de las articulaciones acompañados de fiebre y cansancio.;;;;;;;;;x
food_poisoning;Food Poisoning;Indigestion;Lebensmittelvergiftung;;Intoxicación alimentaria;;;;;;;;;x
food_poisoning_desc;This character suffers from food poisoning - intense vomiting and diarrhea, a very bad condition but usually not very long lasting.;Ce personnage a avalé quelque chose d'avarié. Des vomissements intenses accompagnent une diarhée, un état préoccupant mais heureusement passager;Diese Person leidet an Lebensmittelvergiftung. Die Symptome dieser äußerst quälenden Krankheit sind heftiges Erbrechen und Durchfall, die aber für gewöhnlich recht schnell vorübergehen.;;Este personaje sufre una intoxicación alimentaria, vómitos intensos y diarrea, una dolencia muy mala pero que no suele durar demasiado.;;;;;;;;;x
rabies;Rabies;Hydrophobie;Tollwut;;Rabia;;;;;;;;;x
rabies_desc;This character has rabies - swelling and inflammation of the brain causes very strange and aggressive behavior.;Ce personnage est littéralement enragé. L'inflamamation et l'enflure de sa cervelle affecte étrangement son comportement et son aggressivité.;Diese Person leidet an Tollwut. Schwellungen und Entzündungen des Gehirns sind die Ursache für dieses außergewöhnliche und aggressive Verhalten.;;Este personaje tiene rabia. La hinchazón e inflamación del cerebro causa un comportamiento muy extraño y agresivo.;;;;;;;;;x
flu_death;from a bad case of the Flu;d'une mauvaise grippe;an einer hartnäckigen Grippe;;de un grave caso de gripe;;;;;;;;;x
dysentery_death;attending to 'chamber business';sur son pot-de-chambre;beim Erledigen eines Geschäfts;;atendiendo 'asuntos de retrete';;;;;;;;;x
gout_death;of complications related to Gout;d'une complication suite à la goutte;an Komplikationen im Zusammenhang mit Gicht;;de complicaciones relacionadas con la gota;;;;;;;;;x
food_poisoning_death;after a disagreement with a meal;suite à un repas récalcitrant;nach einem harten Kampf mit einer Mahlzeit;;tras un desacuerdo con la comida;;;;;;;;;x
rabies_death;frothing at the mouth;en ayant de l'écume à la bouche;mit Schaum vor dem Mund;;echando espuma por la boca;;;;;;;;;x
#cancer;Cancer;Cancer;Krebs;;Cáncer;;;;;;;;;x
cancer_death;of Cancer;d'un cancer;an Krebs;;de cáncer;;;;;;;;;x
cough_death;coughing [GetHerHis] lungs up;de s'être arrachés les poumons;nach einem schrecklichen Hustenanfall;;escupiendo [GetHerHis]s propios pulmones;;;;;;;;;x
fever_death;feverish and sweating;avec de la fièvre et en sueur;fiebrig und schwitzend;;febril y sudando;;;;;;;;;x
diarrhea_death;of dehydration from Diarrhea;déshydraté[GetNoneE] suite à une diarrhée;an Austrocknung nach Durchfall;;de deshidratación por Diarrea;;;;;;;;;x
vomiting_death;explosively vomiting;après s'être vomi les tripes;nach heftigem Erbrechen;;vomitando explosivamente;;;;;;;;;x
chest_pain_death;clutching at [GetHerHis] heart;suite à un malaise cardiaque;mit verkrampfter Hand am Herzen;;agarrándose el pecho con [GetHerHis]s propias manos;;;;;;;;;x
cramps_death;convulsing in a cramp;après de douloureuses convulsion;sich in Krämpfen windend;;retorciéndose de un calambre;;;;;;;;;x
rash_death;scratching [GetHerHis] skin bloody;en se grattant jusqu'au sang;durch blutig gekratzte Haut;;rascándose [GetHerHis] propia piel hasta sangrar;;;;;;;;;x
headache_death;bleeding from the eyes and ears;en saignant des yeux et des oreilles;aus Augen und Ohren blutend;;sangrando por ojos y oídos;;;;;;;;;x
abdominal_pain_death;clutching at [GetHerHis] gut;en se tenant le ventre;mit verkrampfter Hand am Unterleib;;agarrándose [GetHerHis]s propios intestinos;;;;;;;;;x
fatigue_death;exhausted, unable to do anything;d'épuisement;erschöpft und handlungsunfähig;;agotado, incapaz de hacer nada;;;;;;;;;x
malaise_death;not knowing quite what was wrong with them;subitement, sans trop que l'on sache pourquoi;ohne ersichtlichen Grund;;sin saber qué les pasaba;;;;;;;;;x
infection_death;of an infected wound;suite à l'infection d'une blessure;an einer entzündeten Wunde;;de una herida infectada;;;;;;;;;x
depopulated_1;Minor Depopulation;Faible dépeuplement;Geringer Bevölkerungsverlust;;Despoblación menor;;;;;;;;;x
depopulated_1_desc;This county has been depopulated to a minor extent as a result of an epidemic. When diseases clear out of this county it will repopulate quickly.;Une épidémie a réduit la population de cette province. Lorsque les maladies se seront résorbées, le nombre d'habitants va rapidement remonter.;Aufgrund einer Epidemie ging die Bevölkerungsanzahl in dieser Provinz leicht zurück. Sobald die Krankheiten in dieser Provinz ausgemerzt sind, wird sich die Bevölkerung schnell erholen.;;Esta provincia ha sido despoblada a escala menor a causea de una epidemia. Cuando la enfermedad deje la provincia, se repoblará rápidamente.;;;;;;;;;x
depopulated_2;Significant Depopulation;Dépeuplement significatif;Bedeutsamer Bevölkerungsverlust;;Despoblación significativa;;;;;;;;;x
depopulated_2_desc;This county has been significantly depopulated as a result of an epidemic. When diseases clear out of this county it will repopulate over several years.;Cette province a connu un grand nombre de morts suite à une épidémie. Il faudra plusieurs années sans grandes maladies pour rétablir la démographie des lieux.;Aufgrund einer Epidemie ging die Bevölkerungsanzahl in dieser Provinz erheblich zurück. Sobald die Krankheiten in dieser Provinz ausgemerzt sind, wird sich die Bevölkerung im Lauf einiger Jahre erholen.;;Esta provincia ha sido significativamente despoblada a causa de una epidemia. Cuando la enfermedad deje la provincia, se repoblará al cabo de unos años.;;;;;;;;;x
depopulated_3;Severe Depopulation;Dépeulement majeur;Schwerwiegender Bevölkerungsverlust;;Despoblación grave;;;;;;;;;x
depopulated_3_desc;This county has been depopulated to a severe extent as a result of an epidemic. When diseases clear out of this county it will take many years to repopulate.;Une épidémie a drastiquement amputé la population de cette province. Il faudra des années avant qu'elle parvienne à retrouver un nombre équivalent d'habitants.;Aufgrund einer Epidemie ging die Bevölkerungsanzahl in dieser Provinz extrem zurück. Sobald die Krankheiten in dieser Provinz ausgemerzt sind, wird sich die Bevölkerung nur über viele Jahre hinweg erholen.;;Esta provincia se ha despoblado muy gravemente a causa de una epidemia. Cuando la enfermedad deje la provincia, llevará muchos años hasta repoblarse.;;;;;;;;;x
court_physician_tooltip_2;Must be male unless your realm accepts women as equals\n;Doit être un homme, sauf si l'égalité des sexes est reconnu à la cour\n;Muss männlich sein, es sei denn, Frauen gelten in Eurem Reich als gleichberechtigt\n;;Debe ser varón a menos que tu reino acepte mujeres como iguales\n;;;;;;;;;x
NOT_ANY_LIEGE_STARTS;No Liege;Pas de suzerain;Kein Lehnsherr;;Sin señor;;;;;;;;;x
has_typhus;Camp Fever;Fièvre des geôles;Lagerfieber;;Tifus;;;;;;;;;x
has_tuberculosis;Consumption;Phtisie;Schwindsucht;;Tisis;;;;;;;;;x
has_bubonic_plague;The Plague;Peste;Die Pest;;Peste;;;;;;;;;x
has_measles;Measles;Rougeole;Masern;;Sarampión;;;;;;;;;x
has_small_pox;Smallpox;Petite vérole;Blattern;;Viruela;;;;;;;;;x
DEATH_EXECUTION_CRUSHING;was crushed to death on the order of $KILLER$;est mort[GetNoneE] sur les brodequins de $KILLER$;wurde auf Geheiß von $KILLER$ zerquetscht;;fue aplastado/a hasta morir por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_CRUSHING_NO_KILLER;was crushed to death;est mort[GetNoneE] écrasé[GetNoneE];wurde zerquetscht;;fue aplastado/a hasta morir;;;;;;;;;x
DEATH_EXECUTION_ASH;was suffocated in ash on the order of $KILLER$;est mort[GetNoneE] du supplice des cendres sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ unter Asche erstickt;;fue asfixiado/a en ceniza por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_ASH_NO_KILLER;was suffocated in ash;est mort[GetNoneE] étouffé[GetNoneE] par des cendres;wurde unter Asche erstickt;;fue asfixiado/a en ceniza;;;;;;;;;x
DEATH_EXECUTION_BURNING;was burnt at the stake on the order of $KILLER$;est mort[GetNoneE] sur le bûcher dressé sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ auf dem Scheiterhaufen verbrannt;;fue quemado/a en la hoguera por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_BURNING_NO_KILLER;was burnt at the stake;est mort[GetNoneE] brûlé[GetNoneE] vif(ve);wurde auf dem Scheiterhaufen verbrannt;;fue quemado/a en la hoguera;;;;;;;;;x
DEATH_EXECUTION_HDQ;was hanged, drawn and quartered on the order of $KILLER$;a été écartelé[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ gehängt, ausgeweidet und gevierteilt;;fue ahorcado/a, eviscerado/a y descuartizado/a por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_HDQ_NO_KILLER;was hanged, drawn and quartered;a été écartelé[GetNoneE];wurde gehängt, ausgeweidet und gevierteilt;;fue ahorcado/a, eviscerado/a y descuartizado/a;;;;;;;;;x
DEATH_EXECUTION_BEAR;was mauled to death by a bear on the order of $KILLER$;a été déchiqueté[GetNoneE] par un ours sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ einem Bären zum Fraß vorgeworfen;;atacado/a hasta morir por un oso por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_BEAR_NO_KILLER;was mauled to death by a bear;a été déchiqueté[GetNoneE] par un ours;wurde einem Bären zum Fraß vorgeworfen;;atacado/a hasta morir por un oso;;;;;;;;;x
DEATH_EXECUTION_SNAKE_PIT;died from venomous bites in the snake pit on the order of $KILLER$;est mort[GetNoneE] dans la fosse aux serpents de $KILLER$;starb auf Geheiß von $KILLER$ in der Schlangengrube an Schlangenbissen;;murió de mordeduras venenosas en el pozo de las serpientes por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_SNAKE_PIT_NO_KILLER;died from venomous bites in the snake pit;est mort[GetNoneE] de morsures venimeuses;starb in der Schlangengrube an Schlangenbissen;;murió de mordeduras venenosas en el pozo de las serpientes;;;;;;;;;x
DEATH_EXECUTION_DISEMBOWELMENT;had [GetHerHis] bowels torn out on the order of $KILLER$;est mort[GetNoneE] éviscéré[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ ausgeweidet;;[Root.GetHerHis]s intestinos fueron arrancados por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_DISEMBOWELMENT_NO_KILLER;had [GetHerHis] bowels torn out;est mort[GetNoneE] éviscéré[GetNoneE];wurde ausgeweidet;;[Root.GetHerHis]s intestinos fueron arrancados ;;;;;;;;;x
DEATH_EXECUTION_BOILING;was boiled to death on the order of $KILLER$;est mort[GetNoneE] ébouillanté[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ zu Tode gekocht;;fue hervido/a hasta morir por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_BOILING_NO_KILLER;was boiled to death;est mort[GetNoneE] ébouillanté[GetNoneE];wurde zu Tode gekocht;;fue hervido/a hasta morir;;;;;;;;;x
DEATH_EXECUTION_SAWING;was sawed in half on the order of $KILLER$;est mort[GetNoneE] car $KILLER$ l'a fait tranché[GetNoneE] en deux;wurde auf Geheiß von $KILLER$ gezweiteilt;;fue serrado/a por la mitad por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_SAWING_NO_KILLER;was sawed in half;est mort[GetNoneE] après avoir été scié[GetNoneE] en deux;wurde gezweiteilt;;fue serrado/a por la mitad;;;;;;;;;x
DEATH_EXECUTION_HUNT;was killed in an elaborate hunt by $KILLER$;est mort[GetNoneE] lors d'une funeste chasse organisée par $KILLER$;wurde bei einer inszenierten Jagd von $KILLER$ erlegt;;se le mató en una cacería elaborada por $KILLER$;;;;;;;;;x
DEATH_EXECUTION_HUNT_NO_KILLER;was killed in an elaborate hunt;est mort[GetNoneE] dans un cruel accident de chasse;wurde bei einer inszenierten Jagd erlegt;;se le mató en una elaborada cacería;;;;;;;;;x
DEATH_EXECUTION_LIVE_BURIAL;was buried alive on the order of $KILLER$;est mort[GetNoneE] enseveli[GetNoneE] vivant[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ bei lebendigem Leib begraben;;fue enterrado/a vivo/a por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_LIVE_BURIAL_NO_KILLER;was buried alive;est mort[GetNoneE] sous terre;wurde bei lebendigem Leib begraben;;fue enterrado/a vivo/a;;;;;;;;;x
DEATH_EXECUTION_HANGING;was hanged on the order of $KILLER$;a été pendu[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ gehängt;;fue colgado/a por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_HANGING_NO_KILLER;was hanged;a été pendu[GetNoneE];wurde gehängt;;fue colgado/a;;;;;;;;;x
DEATH_EXECUTION_IMMUREMENT;was walled up alive on the order of $KILLER$;est mort[GetNoneE] emmuré[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ bei lebendigem Leib eingemauert;;fue emparedado/a vivo por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_IMMUREMENT_NO_KILLER;was walled up alive;est mort[GetNoneE] emmuré[GetNoneE];wurde bei lebendigem Leib eingemauert;;fue emparedado/a vivo;;;;;;;;;x
DEATH_EXECUTION_BEHEADING;was beheaded on the order of $KILLER$;a été décapité[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ geköpft;;fue decapitado/a por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_BEHEADING_NO_KILLER;was beheaded;a été décapité[GetNoneE];wurde geköpft;;fue decapitado;;;;;;;;;x
DEATH_EXECUTION_WINE;was drowned in wine on the order of $KILLER$;est mort[GetNoneE] noyé[GetNoneE] dans le vin de $KILLER$;wurde auf Geheiß von $KILLER$ in Wein ertränkt;;fue ahogado/a en vino por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_WINE_NO_KILLER;was drowned in wine;est mort[GetNoneE] noyé[GetNoneE] dans du vin;wurde in Wein ertränkt;;fue ahogado/a en vino;;;;;;;;;x
DEATH_EXECUTION_POISON;was poisoned to death on the order of $KILLER$;est mortellement empoisonné[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ tödlich vergiftet;;fue envenenado/a hasta morir por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_POISON_NO_KILLER;was poisoned to death;est mortellement empoisonné[GetNoneE];wurde tödlich vergiftet;;fue envenenado/a hasta morir;;;;;;;;;x
DEATH_EXECUTION_FLAYING;was slowly flayed to death on the order of $KILLER$;est mort[GetNoneE] de coups de fouet ordonnés par $KILLER$;wurde auf Geheiß von $KILLER$ die Haut abgezogen, bis der Tod eintrat;;despellejado lentamente hasta morir por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_FLAYING_NO_KILLER;was slowly flayed to death;est mort[GetNoneE] de coups de fouet;wurde die Haut abgezogen, bis der Tod eintrat;;despellejado lentamente hasta morir;;;;;;;;;x
DEATH_EXECUTION_IMPALING;was cruelly impaled on a stake by $KILLER$;a été cruellement empalé[GetNoneE] sur ordre de $KILLER$;wurde von $KILLER$ brutal gepfählt;;fue cruelmente empalado/a en una estaca por $KILLER$;;;;;;;;;x
DEATH_EXECUTION_IMPALING_NO_KILLER;was cruelly impaled on a stake;a été cruellement empalé[GetNoneE];wurde brutal gepfählt;;fue cruelmente empalado/a en una estaca;;;;;;;;;x
DEATH_EXECUTION_TIGER;was mauled to death by a tiger on the order of $KILLER$;a été déchiqueté[GetNoneE] par un tigre sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ einem Tiger zum Fraß vorgeworfen;;atacado/a hasta morir por un tigre por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_TIGER_NO_KILLER;was mauled to death by a tiger;a été déchiqueté[GetNoneE] par un tigre;wurde einem Tiger zum Fraß vorgeworfen;;atacado/a hasta morir por un tigre;;;;;;;;;x
DEATH_EXECUTION_ELEPHANTS;was crushed to death by elephants on the order of $KILLER$;est mort[GetNoneE] piétiné[GetNoneE] par des éléphants sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ von Elefanten zu Tode getrampelt;;unos elefantes le pisotearon hasta morir por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_ELEPHANTS_NO_KILLER;was trampled to death by elephants;est mort[GetNoneE] piétiné[GetNoneE] par des éléphants;wurde von Elefanten zu Tode getrampelt;;unos elefantes le pisotearon hasta morir;;;;;;;;;x
DEATH_EXECUTION_BAMBOO;was pierced to death on growing bamboo on the order of $KILLER$;est mort[GetNoneE] le corps transpercé par le bambou de $KILLER$;wurde auf Geheiß von $KILLER$ von wachsenden Bambusschösslingen aufgespießt und getötet;;un tallo de bambú creciente lo atravesó hasta morir por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_BAMBOO_NO_KILLER;was pierced to death on growing bamboo;est mort[GetNoneE] le corps transpercé par du bambou;wurde von wachsenden Bambusschösslingen aufgespießt und getötet;;un tallo de bambú creciente lo atravesó hasta morir;;;;;;;;;x
DEATH_EXECUTION_STONING;was stoned to death on the order of $KILLER$;a été lapidé[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ gesteinigt;;fue apedreado/a hasta morir por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_STONING_NO_KILLER;was stoned to death;a été mortellement lapidé[GetNoneE];wurde gesteinigt;;fue apedreado/a hasta morir;;;;;;;;;x
DEATH_EXECUTION_CRUCIFIXION;was crucified on the order of $KILLER$;est mort[GetNoneE] crucifié[GetNoneE] sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ gekreuzigt;;fue crucificado/a por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_CRUCIFIXION_NO_KILLER;was crucified;est mort[GetNoneE] crucifié[GetNoneE];wurde gekreuzigt;;fue crucificado;;;;;;;;;x
DEATH_EXECUTION_BLOOD_EAGLE;was carved into a blood eagle on the order of $KILLER$;est devenu[GetNoneE] un aigle de sang sur ordre de $KILLER$;wurde auf Geheiß von $KILLER$ ein Blutaar geschnitzt;;se le extrajo un águila de sangre por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_BLOOD_EAGLE_NO_KILLER;was carved into a blood eagle;a subi le supplice de l'aigle de sang;wurde ein Blutaar geschnitzt;;se le extrajo un águila de sangre;;;;;;;;;x
DEATH_EXECUTION_SCAPHISM;was executed by Scaphism on the order of $KILLER$;est mort[GetNoneE] du scaphisme de $KILLER$;wurde auf Geheiß von $KILLER$ durch Skaphismos hingerichtet;;fue ejecutado/a por escafismo por orden de $KILLER$;;;;;;;;;x
DEATH_EXECUTION_SCAPHISM_NO_KILLER;was executed by Scaphism;est mort[GetNoneE] du supplice du scaphisme;wurde durch Skaphismos hingerichtet;;fue ejecutado/a por escafismo;;;;;;;;;x
DEATH_EXECUTION_DROWNING_PIT;died thrashing in the drowning-pit on the order of $KILLER$;a été jeté[GetNoneE] dans un puits sur ordre de $KILLER$;starb auf Geheiß von $KILLER$ wild um sich schlagend in der Wassergrube;;murió arrojado/a al pozo de ahogamientos por orden de $KILLER$;;;;;;;;;x
