#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#EVTDESC1026;The young men at court have caught my eye these days.;Les jeunes hommes de la Cour me font tourner la tête ces temps-ci.;Les jeunes hommes de la Cour me font tourner la tête ces temps-ci.;FAUX;Los jóvenes de la corte han captado mi atención estos días.;;;;;;;;;x
EVTDESC1028;It seems the young women no longer have the power to seduce me.;Les jeunes femmes semblent me laisser de marbre désormais.;Les jeunes femmes semblent me laisser de marbre désormais.;FAUX;Parece que las jóvenes ya no tienen el poder de seducirme.;;;;;;;;;x
EVTDESC1029;Something I thought I had suppressed and finally subdued has risen inside me and I fear I might break my celibacy any day now.;Une pulsion que je pensais avoir contenue pour toujours a ressurgi en moi. Je crains de voir mon célibat voler en éclat à tout moment.;Une pulsion que je pensais avoir contenue pour toujours a ressurgi en moi. Je crains de voir mon célibat voler en éclat à tout moment.;FAUX;Algo que creía haber eliminado y sometido al final se ha alzado en mi interior y creo que cualquier día podría romper mi celibato.;;;;;;;;;x
EVTDESC1030;A diet of bread and water does not satisfy me any more. I need something else, something delicious and filling.;Je ne peux plus me contenter de pain et d’eau fraîche. Il me faut des mets à la fois savoureux et nourrissants.;Je ne peux plus me contenter de pain et d’eau fraîche. Il me faut des mets à la fois savoureux et nourrissants.;FAUX;Ya no me satisface vivir a base de pan y agua. Necesito otra cosa, algo delicioso y saciante.;;;;;;;;;x
EVTDESC1036;I am sick of always being kind to everyone!;J’en ai assez de traiter tout le monde avec gentillesse !;J’en ai assez de traiter tout le monde avec gentillesse !;FAUX;¡Estoy harto de ser siempre amable con todos!;;;;;;;;;x
EVTDESC1037;I should be happy with what I've got, not everyone is as privileged as I am.;Je devrai me contenter de ce qui est mien. Tout le monde n’est pas aussi privilégié que moi.;Je devrai me contenter de ce qui est mien. Tout le monde n’est pas aussi privilégié que moi.;FAUX;Debería estar contento con lo que tengo, no todos son tan afortunados.;;;;;;;;;x
EVTDESC1038;I have started to feel that 'turn the other cheek' is just stupid.;Plus ça va, plus je trouve que 'tendre l’autre joue' est un peu stupide.;Plus ça va, plus je trouve que 'tendre l’autre joue' est un peu stupide.;FAUX;He empezado a creer que 'poner la otra mejilla' es estúpido.;;;;;;;;;x
EVTDESC1039;The constant surges of adrenaline and increased heart rate makes me weary. It's not as fun being angry as it used to be.;Ces incessants coups de sang commencent à avoir raison de moi. La colère ne m’amuse plus autant qu’avant.;Ces incessants coups de sang commencent à avoir raison de moi. La colère ne m’amuse plus autant qu’avant.;FAUX;Los constantes aumentos de adrenalina y del ritmo del corazón me aburren. Estar enfadado ya no es tan divertido como antes.;;;;;;;;;x
EVTDESC1040;I am pretty great, after all.;Je suis quand même extraordinaire.;Je suis quand même extraordinaire.;FAUX;Soy bastante grande, después de todo.;;;;;;;;;x
EVTOPTA1040;I think I should be proud of myself;Je pense que je suis quelque chose comme une bonne personne.;Je pense que je suis quelque chose comme une bonne personne.;FAUX;Creo que debería estar orgulloso de mí mismo;;;;;;;;;x
EVTDESC1045;I did not understand fear before, but once you have felt your leg shake and teeth chatter with fear, then it is hard to remain brave.;Avant, j’ignorais ce qu’était la peur, mais après avoir été parcouru par un frisson et senti la terreur, comment rester brave ?;Avant, j’ignorais ce qu’était la peur, mais après avoir été parcouru par un frisson et senti la terreur, comment rester brave ?;FAUX;Antes no entendía el miedo, pero cuando has sentido temblar tus piernas y castañetear tus dientes, es difícil seguir siendo valiente.;;;;;;;;;x
EVTDESC1046;Fear has loosened its grip on me, and I stand tall against the things I used to fear.;La peur a relâché son emprise, j'affronte maintenant ce qui me tétanisait autrefois.;La peur a relâché son emprise, j'affronte maintenant ce qui me tétanisait autrefois.;FAUX;El miedo ha perdido su presa sobre mí, y me mantengo firme frente a lo que antes temía.;;;;;;;;;x
EVTOPTA1051;I am... NOT the law!;La loi... connait pas.;La loi... connait pas.;FAUX;Yo... ¡NO soy la ley!;;;;;;;;;x
#EVTDESC1055;The creepy feeling of always being watched, whatever I do, is slowly getting on my nerves.;À chaque heure du jour ou de la nuit, j'ai la désagréable sensation qu'on m'épie. Je suis à bout de nerfs !;À chaque heure du jour ou de la nuit, j'ai la désagréable sensation qu'on m'épie. Je suis à bout de nerfs !;FAUX;La aterradora sensación de ser observado siempre, haga lo que haga, me va poniendo nervioso.;;;;;;;;;x
#EVTOPTA1055;They are after me!;Ils sont partout !;Ils sont partout !;FAUX;¡Me persiguen!;;;;;;;;;x
#EVTDESC1056;A stranger appeared today and despite a warning from my friend, I walked towards him to greet him and welcome him. Now I owe the smith my life.;Un étranger s'est présenter aujourd'hui et, malgré les conseils de mon entourage, je suis allé à ses devants pour l'accueillir. Maintenant, je dois la vie à ce forgeron.;Un étranger s'est présenter aujourd'hui et, malgré les conseils de mon entourage, je suis allé à ses devants pour l'accueillir. Maintenant, je dois la vie à ce forgeron.;FAUX;Hoy ha venido un extranjero y a pesar del aviso de mi amigo, he ido a saludarle y darle la bienvenida. Ahora debo mi vida al herrero.;;;;;;;;;x
EVTDESC1057;The feeling of being watched and followed seem to have disappeared overnight!;Avec le lever du jour, je n'ai plus l'impression que chaque ombre cache une menace à mon endroit.;Avec le lever du jour, je n'ai plus l'impression que chaque ombre cache une menace à mon endroit.;FAUX;¡La sensación de ser seguido y observado parece haber desaparecido de la mañana a la noche!;;;;;;;;;x
EVTDESC1058;Several assassinations and 'loans' later, I don't know if I'm still able to trust anyone.;Après toutes ces 'disparitions mystérieuses', j'ignore si je pourrais à nouveau faire confiance.;Après toutes ces 'disparitions mystérieuses', j'ignore si je pourrais à nouveau faire confiance.;FAUX;Tras varios asesinatos y 'préstamos', no sé si puedo confiar en alguien.;;;;;;;;;x
EVTDESC1570;Most people have good hearts. A stranger is just a friend I have yet to meet.;La nature humaine est bonne. Tout étranger est un ami en puissance.;La nature humaine est bonne. Tout étranger est un ami en puissance.;FAUX;La mayoría de la gente tiene buen corazón. Un desconocido es un amigo que aún debo conocer.;;;;;;;;;x
EVTOPTA1571;I take it back, some people are evil.;Apparence que la méchanceté existe.;Apparence que la méchanceté existe.;FAUX;Rectifico, algunos son malos.;;;;;;;;;x
EVTDESC1580;That kid mocked me! I cannot be blamed for punching him in the face and giving him a nosebleed...;Il a osé se moquer de moi ! Il fait moins le malin maintenant qu'il a le nez en sang...;Il a osé se moquer de moi ! Il fait moins le malin maintenant qu'il a le nez en sang...;FAUX;¡Ese niño se burló de mí! No se me puede reprochar que le pegase en la cara provocándole una hemorragia nasal...;;;;;;;;;x
EVTOPTA1590;Patience pays off;La patiente est douce à mon cœur;La patiente est douce à mon cœur;FAUX;La paciencia da sus frutos;;;;;;;;;x
EVTDESC1591;[From.GetFirstName], my [GetFromRelation], chastised me for my cold patient nature. 'Show some spirit, damn you!' [From.GetSubjectPronoun] shouted.;Mon manque de caractère m’a valu une correction de la part de [From.GetFirstName], mon(ma) [GetFromRelation]. 'Fais montre d'un peu de cran !' a-t-[From.GetSheHe] hurlé.;Mon manque de caractère m’a valu une correction de la part de [From.GetFirstName], mon(ma) [GetFromRelation]. 'Fais montre d'un peu de cran !' a-t-[From.GetSheHe] hurlé.;FAUX;[From.GetFirstName], mi [GetFromRelation], me castigó por mi paciente naturaleza. '¡Ten un poco de genio, maldita sea!' Gritó [From.GetSubjectPronoun].;;;;;;;;;x
EVTOPTA1591;My temper is rising;La moutarde me monte au nez.;La moutarde me monte au nez.;FAUX;Mi carácter aumenta;;;;;;;;;x
EVTDESC6021;I was later told that my strange behavior and fear of the moon was caused by the voices in my head. The [Root.Religion.GetPriestTitle] managed to clear my head of voices and now I have total silence.;Par la suite, on m’a dit que mon comportement étrange et ma peur de la lune étaient dues aux voix que j’entendais. Le prêtre a réussi à faire disparaître ces voix et je vis maintenant dans le silence total.;Par la suite, on m’a dit que mon comportement étrange et ma peur de la lune étaient dues aux voix que j’entendais. Le prêtre a réussi à faire disparaître ces voix et je vis maintenant dans le silence total.;FAUX;Más tarde me dijeron que mi extraño comportamiento y temor a la luna se debían a las voces en mi mente. El [Root.Religion.GetPriestTitle] logró eliminar las voces de mi mente y ahora está en silencio.;;;;;;;;;x
EVTDESC6030;I am speaking in tongues, screaming obscenities at random times, most often when the [Root.Religion.GetPriestTitle] preaches and am sometimes lying on the ground writhing in apparent pain. I seldom remember these things and people believe me to be possessed.;Je souffre de crises de démence. Tout à coup, je me mets à hurler des obscénités, généralement lorsque le prêtre est en train de prêcher. Et parfois, je m’allonge par terre en me tordant de douleur. Je me souviens rarement de ces crises et les gens me croient possédé(e).;Je souffre de crises de démence. Tout à coup, je me mets à hurler des obscénités, généralement lorsque le prêtre est en train de prêcher. Et parfois, je m’allonge par terre en me tordant de douleur. Je me souviens rarement de ces crises et les gens me croient possédé(e).;FAUX;Hablo en lenguas desconocidas, grito obscenidades a veces, especialmente cuando el [Root.Religion.GetPriestTitle] predica, y caigo al suelo retorciéndome de dolor. Apenas recuerdo estas cosas y la gente cree que estoy poseso.;;;;;;;;;x
EVTTOOLTIP452;I will go to [This.GetFirstName]'s chamber;Je vais me rendre dans la chambre de madame [This.GetFirstName].;Je vais me rendre dans la chambre de madame [This.GetFirstName].;FAUX;Iré a los aposentos de la [This.GetFirstName];;;;;;;;;x
EVTOPTA38100;Ask my guardian about [Root.Guardian.Religion.GetRandomGodName].;J’interroge mon(ma) tuteur(trice) sur [Root.Guardian.Religion.GetRandomGodName].;J’interroge mon(ma) tuteur(trice) sur Dieu.;FAUX;Pregunta a mi guardián sobre [Root.Guardian.Religion.GetRandomGodName];;;;;;;;;x
#;;;;FAUX;;;;;;;;;;x
EVTOPTC65049;[Root.Religion.GetRandomGodName] will cure me!;[Root.Religion.GetRandomGodName] me guérira !;Dieu me guérira !;FAUX;¡[Root.Religion.GetRandomGodName] me curará!;;;;;;;;;x
EVTTOOLTIP69059;[Root.job_spiritual.GetTitledFirstName] is chastised about [Root.job_spiritual.GetHerHis] lack of learning and [Player.Religion.GetPietyName];[Root.job_spiritual.GetTitledFirstName] se voit reprocher son manque de connaissances et de [Player.Religion.GetPietyName].;[Root.job_spiritual.GetTitledFirstName] se voit reprocher son manque de connaissances et de piété.;FAUX;[Root.job_spiritual.GetTitledFirstName] es reprendido por su falta de conocimientos y [Player.Religion.GetPietyName];;;;;;;;;x
FE_CREDITS;Credits;Générique;Générique;FAUX;Créditos;Riconoscimenti;Készítõk;;;;;;;x
FE_MILITARY;Military;Force;Force;FAUX;Militar;Militare;Hadsereg;Vojenství;;;;;;x
HINT_LAW_VIEW_TEXT_5;The characters who are currently second and third in the line of succession are called Pretenders. They will usually dislike the current heir and even the current ruler.;Les personnages situés aux deuxième et troisième places de la ligne de succession sont des prétendants. Généralement, ils n’apprécient guère l’héritier désigné, ni même le souverain en place. Lorsqu’un souverain meurt, les prétendants se voient accorder un casus belli spécifique pour cinq ans leur permettant de revendiquer le trône.;Les personnages situés aux deuxième et troisième places de la ligne de succession sont des prétendants. Généralement, ils n’apprécient guère l’héritier désigné, ni même le souverain en place. Lorsqu’un souverain meurt, les prétendants se voient accorder un casus belli spécifique pour cinq ans leur permettant de revendiquer le trône.;FAUX;A los personajes que son los segundos o los terceros en la línea de sucesión se les llama 'aspirantes'. Normalmente, estarán contra del heredero actual, y puede que del mismo soberano.;;;;;;;;;x
INTERACTION_MESSAGE_ACTOR_PORTRAIT;A message from [Actor.GetBestName];Missive de [Actor.GetBestName];Missive de [Actor.GetBestName];FAUX;Mensaje de [Actor.GetBestName];;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_IS_INDEPENDENT;[Recipient.GetBestName] is independent;[Recipient.GetBestName] est souverain(e);[Recipient.GetBestName] est souverain(e);FAUX;[Recipient.GetBestName] es independiente.;;;;;;;;;x
INTERACTION_REQUIRES_CHARACTER_UNLANDED;[Recipient.GetBestName] must be unlanded;[Recipient.GetBestName] doit ne pas avoir de fief;[Recipient.GetBestName] doit ne pas avoir de fief;FAUX;[Recipient.GetBestName] no debe poseer tierras.;;;;;;;;;x
INTERACTION_REQUIRES_HAS_LANDED_TITLE;[Recipient.GetBestName] must have a landed title to claim;[Recipient.GetBestName] doit avoir un titre à revendiquer;[Recipient.GetBestName] doit avoir un titre à revendiquer;FAUX;[Recipient.GetBestName] debe tener un título hacendado que pueda reclamar.;;;;;;;;;x
INTERACTION_REQUIRES_LANDED_TITLE;[Actor.GetTitledFirstName] must have a landed title which [Recipient.GetTitledFirstName] can hold;[Actor.GetTitledFirstName] doit avoir un titre que [Recipient.GetTitledFirstName] peut détenir;[Actor.GetTitledFirstName] doit avoir un titre que [Recipient.GetTitledFirstName] peut détenir;FAUX;[Actor.GetTitledFirstName] debe tener un título hacendado que [Recipient.GetTitledFirstName] pueda poseer.;;;;;;;;;x
INTERACTION_REQUIRES_JOB_TITLE;[Actor.GetTitledFirstName] must have a job title which [Recipient.GetTitledFirstName] can hold;[Actor.GetTitledFirstName] doit avoir une charge que [Recipient.GetTitledFirstName] peut détenir;[Actor.GetTitledFirstName] doit avoir une charge que [Recipient.GetTitledFirstName] peut détenir;FAUX;[Actor.GetTitledFirstName] debe tener un cargo laboral que [Recipient.GetTitledFirstName] pueda poseer.;;;;;;;;;x
INTERACTION_REQUIRES_DIFFERENT_RELIGION;[Recipient.GetBestName] believes in a different religion than [Actor.GetBestName];[Recipient.GetBestName] ne partage pas la foi de [Actor.GetBestName];[Recipient.GetBestName] ne partage pas la foi de [Actor.GetBestName];FAUX;[Recipient.GetBestName] no cree en la misma religión que [Actor.GetBestName].;;;;;;;;;x
INTERACTION_REQUIRES_THIRDPARTY_SAME_RELIGION;[ThirdPartyCharacter.GetBestName] believes in the same religion as [Actor.GetBestName];[ThirdPartyCharacter.GetBestName] est de la même religion que [Actor.GetBestName];[ThirdPartyCharacter.GetBestName] est de la même religion que [Actor.GetBestName];FAUX;[ThirdPartyCharacter.GetBestName] cree en la misma religión que [Actor.GetBestName].;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_IS_RELIGIOUS_HEAD;[Recipient.GetBestName] is the religious head of [Actor.GetBestName];[Recipient.GetBestName] est le chef religieux de [Actor.GetBestName];[Recipient.GetBestName] est le chef religieux de [Actor.GetBestName];VRAI;[Recipient.GetBestName] es el líder espiritual de [Actor.GetBestName].;;;;;;;;;x
INTERACTION_REQUIRES_TITLEHOLDER_SAME_RELIGIOUS_HEAD;[ThirdPartyTitle.Holder.GetBestName] has the same religious head as [Actor.GetBestName];[ThirdPartyTitle.Holder.GetBestName] reconnait le même chef religieux que [Actor.GetBestName];[ThirdPartyTitle.Holder.GetBestName] reconnait le même chef religieux que [Actor.GetBestName];FAUX;[ThirdPartyTitle.Holder.GetBestName] tiene el mismo líder espiritual que [Actor.GetBestName].;;;;;;;;;x
INTERACTION_REQUIRES_THIRDPARTY_SAME_RELIGIOUS_HEAD;[ThirdPartyCharacter.GetBestName] has the same religious head as [Actor.GetBestName];[ThirdPartyCharacter.GetBestName] reconnait le même chef religieux que [Actor.GetBestName];[ThirdPartyCharacter.GetBestName] reconnait le même chef religieux que [Actor.GetBestName];FAUX;[ThirdPartyCharacter.GetBestName] tiene el mismo líder espiritual que [Actor.GetBestName].;;;;;;;;;x
INTERACTION_REQUIRES_NO_OTHER_PROPOSALS;[Recipient.GetBestName] is currently considering another offer from us;[Recipient.GetBestName] étudie déjà une de nos offres.;[Recipient.GetBestName] étudie déjà une de nos offres.;FAUX;[Recipient.GetBestName] está considerando otra oferta nuestra.;;;;;;;;;x
INTERACTION_REQUIRES_NO_UNITS_IN_ENEMY;We have units in enemy provinces where we don't have any Holdings;Nos unités sont présentes dans des provinces adverses où nous n'avons aucune Propriété.;Nos unités sont présentes dans des provinces adverses où nous n'avons aucune Propriété.;FAUX;Tenemos unidades en provincias enemigas en las que no tenemos propiedades.;;;;;;;;;x
INTERACTION_REQUIRES_BOTH_INDEPENDENT;[Recipient.GetBestName] is independent;[Recipient.GetBestName] est souverain(e);[Recipient.GetBestName] est souverain(e);FAUX;[Recipient.GetBestName] es independiente.;;;;;;;;;x
INTERACTION_NO_INVASION_OF_LANDLESS;Cannot invade mercenary, holy order or religious head titles.;Impossible de revendiquer la direction des mercenaires, d'un ordre religieux ou d'un clergé.;Impossible de revendiquer la direction des mercenaires, d'un ordre religieux ou d'un clergé.;FAUX;No puedes conquistar títulos de mercenario, de Santas Hermandades o de líder espiritual.;;;;;;;;;x
INTERACTION_WRONG_GOV_TYPE;[Recipient.GetBestName] must be able to govern this type of holding;[Recipient.GetBestName] doit pouvoir administer ce type de propriété;[Recipient.GetBestName] doit pouvoir administer ce type de propriété;FAUX;[Recipient.GetBestName] debe ser capaz de gobernar este tipo de propiedad.;;;;;;;;;x
EXECUTE_IMPRISONED_INTERACTION_LONG_DESC;Sending characters to the headsman is a convenient way of getting rid of them permanently. However, it is bound to upset more than a few people, and, unlike banishment, titles and wealth will not be confiscated.;Envoyer des personnages au bourreau est un moyen pratique de s’en débarrasser. Pour autant, cela risque d’en contrarier certains et, contrairement au bannissement, leurs titres et leurs richesses ne seront pas confisqués.;Envoyer des personnages au bourreau est un moyen pratique de s’en débarrasser. Pour autant, cela risque d’en contrarier certains et, contrairement au bannissement, leurs titres et leurs richesses ne seront pas confisqués.;FAUX;Mandar personajes al verdugo es una forma útil de librarte de ellos para siempre. Sin embargo, puedes enfadar a más de uno ya que, al contrario que el destierro, los títulos y las riquezas no se confiscan.;;;;;;;;;x
TRANSFER_VASSAL_INTERACTION_LONG_DESC;Characters with landed titles will dislike you for having vassals and owning titles that are de jure part of their domain.;Les personnages dotés de titres n’apprécieront pas que vous disposiez de vassaux et de titres ne faisant pas partie de leur domaine de Jure.;Les personnages dotés de titres n’apprécieront pas que vous disposiez de vassaux et de titres ne faisant pas partie de leur domaine de Jure.;FAUX;A los personajes con títulos hacendados no les gustarás por tener vasallos y poseer títulos de iure pertenecientes a sus dominios.;;;;;;;;;x
CLAIM_TITLE_INTERACTION_LONG_DESC;Invent a reason for why a certain title should belong to you. It will cost Prestige to make people accept this (though less if you have a de jure claim to it, or if your [Player.Religion.GetPietyName] is high.) The current title holder will not be pleased...;Inventez une raison pour laquelle un titre donné devrait vous revenir. Le faire accepter vous coûtera du prestige (dans une moindre mesure s’agissant d’une revendication de Jure ou si votre [Player.Religion.GetPietyName] est élevée). Le Titulaire du titre n’appréciera pas...;Inventez une raison pour laquelle un titre donné devrait vous revenir. Le faire accepter vous coûtera du prestige (dans une moindre mesure s’agissant d’une revendication de Jure ou si votre piété est élevée). Le Titulaire du titre n’appréciera pas...;FAUX;Inventa una razón por la que un título determinado deba pertenecerte. Te costará Prestigio hacer que la gente lo acepte (aunque te costará menos si la reclamación es de iure o si tu [Player.Religion.GetPietyName] es alta). Al actual poseedor del título no le gustará nada...;;;;;;;;;x
GRANT_LANDED_TITLE_INTERACTION_4;[Player.Religion.GetPietyName] from temple grant: §G$PIETY$§!.;[Player.Religion.GetPietyName] de concession de temple : §G$PIETY$§!.;Piété de la concession de l'Église : §G$PIETY$§!.;FAUX;[Player.Religion.GetPietyName] de concesión de templo: §G$PIETY$§!.;;;;;;;;;x
ATTACKING_SOMEONE_DEFENDING_AGAINST_OTHER_RELIGIOUS_GROUP;§RDeclaring war on someone defending against heathens costs us an additional §Y$PIETY$ [Player.Religion.GetPietyName]§W;§RDéclarer la guerre a quelqu’un qui défend les païens nous coûte §Y$PIETY$ de [Player.Religion.GetPietyName] en plus§W;§RDéclarer la guerre a quelqu’un qui défend les païens nous coûte §Y$PIETY$ de piété en plus§W;FAUX;§RDeclararle la guerra a alguien en defensa contra los paganos lleva un coste adicional de §Y$PIETY$ en [Player.Religion.GetPietyName].§W;;;;;;;;;x
EVTNAME906;Improved Relations with [Root.Religion.GetPriestTitle];Relations améliorées avec cet(te) [Root.Religion.GetPriestTitle];Relations améliorées avec l’évêque;FAUX;Las relaciones con el [Root.Religion.GetPriestTitle] han mejorado.;;;;;;;;;x
EVTNAME907;Decreased Relation Between [Root.Religion.GetPriestTitle] and Spiritual Leader;Moins bonnes relations entre cet(te) [Root.Religion.GetPriestTitle] et le Chapelain;Moins bonnes relations entre l’évêque et le Chapelain;FAUX;La relación entre el [Root.Religion.GetPriestTitle] y el [Root.Religion.RelHead.GetTitle] empeora;;;;;;;;;x
emperor_king_christian;Emperor-Bishop;Césaropape;Césaropape;FAUX;Emperador-obispo;;;;;;;;;x
temple_king_catholic;King-Bishop;Primat;Primat;FAUX;Rey-obispo;;;;;;;;;x
temple_king_orthodox;King-Bishop;Patriarche;Patriarche;FAUX;Rey-obispo;;;;;;;;;x
temple_duke_catholic;Prince-Archbishop;Prince-archevêque;Prince-archevêque;FAUX;Príncipe arzobispo;;;;;;;;;x
temple_duke_orthodox;Prince-Archbishop;Exarque;Exarque;FAUX;Príncipe arzobispo;;;;;;;;;x
temple_duke_shiite;Grand Ayatollah;Ayatollah;Ayatollah;FAUX;Gran Ayatolá;;;;;;;;;x
temple_duke_pagan_group;Archpriest;Archiprêtre;Archiprêtre;VRAI;Arcipreste;;;;;;;;;x
temple_count_orthodox;Metropolitan;Métropolite;Métropolite;FAUX;Metropolitano;;;;;;;;;x
temple_count_shiite;Ayatollah;Mujtahid;Mujtahid;FAUX;Ayatolá;;;;;;;;;x
city_count;Lord Mayor;Procurateur;Procurateur;FAUX;Gran Alcalde;;;;;;;;;x
city_emperor_foa;Your Highness;Votre Altesse Radieuse;Votre Altesse Radieuse;VRAI;Su Alteza;;;;;;;;;x
temple_kingdom_of_catholic;Theocracy of;Primatie de;Primatie de;VRAI;Teocracia de;;;;;;;;;x
temple_kingdom_of_jewish_group;Theocracy of;Juristie de;Juristie de;VRAI;Teocracia de;;;;;;;;;x
temple_duchy_of_christian;Prince-Archbishopric of;Archevêché de;Archevêché de;VRAI;Arzobispado Príncipe de;;;;;;;;;x
temple_duchy_of_jewish;Theocracy of;Grand Rabbinat de;Grand Rabbinat de;VRAI;Teocracia de;;;;;;;;;x
temple_county_of_jewish_group;Theocracy of;Rabbinat de;Rabbinat de;VRAI;Teocracia de;;;;;;;;;x
county_of_turkish;Beylik of;Beylicat de;Beylicat de;VRAI;Beylicato de;;;;;;;;;x
emperor_iranian;Shahanshah;Shah;Shah;VRAI;Rey de reyes;;;;;;;;;x
b_orsk;Inderbor;Inderbor;Orsk;FAUX;Inderbor;;;;;;;;;x
b_beloyarskiy;Beloyar;Beloyar;Beloyarskiy;FAUX;Beloyar;;;;;;;;;x
b_kath;Kath;Kath;Beruni;FAUX;Kath;;;;;;;;;x
succ_seniority;Seniority;Séniorat;Séniorat;VRAI;Veteranía;;;;;;;;;x
succ_turkish_succession_desc;The most powerful son of the ruler succeeds, though other powerful sons are likely to intervene... The law is very popular with your children, except for the oldest child. The rest of your dynasty also approves.;Le fils le plus puissant du souverain lui succède, mais ses autres fils peuvent aussi intervenir... Cette loi est très appréciée des enfants, sauf de l'ainé. Les autres membres de votre dynastie l’approuvent également.;Le fils le plus puissant du souverain lui succède, mais ses autres fils peuvent aussi intervenir... Cette loi est très appréciée des enfants, sauf de l'ainé. Les autres membres de votre dynastie l’approuvent également.;VRAI;El hijo más poderoso del soberano será el sucesor, aunque es probable que intervengan otros hijos con poder suficiente... La ley es muy popular entre los hijos, excepto para los hijos mayores. Los demás miembros de la dinastía también la aceptarán.;;;;;;;;;x
succ_catholic_bishopric;Bishopric;Sacerdotale;Sacerdotale;VRAI;Arzobispado;;;;;;;;;x
succ_catholic_bishopric_desc;If the liege lord has nominated a successor, he succeeds. Otherwise, the Papal Candidate is chosen.;Si le suzerain a nommé un successeur, celui-ci lui succède. Sinon, le candidat papal est choisi.;Si le suzerain a nommé un successeur, celui-ci lui succède. Sinon, le candidat papal est choisi.;VRAI;Si el señor feudal ha nombrado a un sucesor, este será el heredero. De lo contrario, se elige al candidato a Papa.;;;;;;;;;x
law_female_chancellor;Female Chancellors;Chancellerie des femmes;Chancellerie des femmes;VRAI;Cancilleres femeninos;;;;;;;;;x
law_female_treasurer;Female Stewards;Intendance des femmes;Intendance des femmes;VRAI;Administradores femeninos;;;;;;;;;x
feudal_contract_0_desc;Vassal Feudal lords must only provide you with a majority of their levies.;Les seigneurs féodaux doivent mettre à votre disposition une force minimale.;Les seigneurs féodaux doivent mettre à votre disposition une force minimale.;VRAI;Los señores vasallos deben proporcionarte la mayoría de sus levas.;;;;;;;;;x
feudal_contract_1_desc;Vassal Feudal lords may retain a significant portion of their levies for themselves.;Les seigneurs féodaux peuvent conserver l'essentiel de leurs troupes.;Les seigneurs féodaux peuvent conserver l'essentiel de leurs troupes.;VRAI;Los señores vasallos pueden conservar una parte significativa de sus levas.;;;;;;;;;x
feudal_contract_2_desc;Vassal Feudal lords retain small mobile retinues in addition to their garrisons.;Les seigneurs féodaux ne conservent que leur garnisons et une petite suite.;Les seigneurs féodaux ne conservent que leur garnisons et une petite suite.;VRAI;Los señores vasallos conservan pequeño séquito itinerante además de sus tropas.;;;;;;;;;x
feudal_tax_1_desc;Feudal lords are expected to make a small financial contribution towards the greater good of the realm. They are mildly disappointed in this.;Les seigneurs féodaux sont tenus de verser une petite contribution financière pour le bien de la Cour, ce qu’ils n’apprécient pas vraiment.;Les seigneurs féodaux sont tenus de verser une petite contribution financière pour le bien de la Cour, ce qu’ils n’apprécient pas vraiment.;VRAI;Se espera que los señores feudales realicen una pequeña contribución financiera por el bien del reino. Esta ley no les agrada mucho.;;;;;;;;;x
feudal_tax_2_desc;Feudal lords are expected to make a substantial financial contribution towards the greater good of the realm. They also wish to express their general disappointment at this state of affairs.;Les seigneurs féodaux sont tenus de verser une importante contribution pour le bien de la Cour, ce qu’ils n’apprécient absolument pas.;Les seigneurs féodaux sont tenus de verser une importante contribution pour le bien de la Cour, ce qu’ils n’apprécient absolument pas.;VRAI;Se espera que los señores feudales realicen una contribución financiera sustanciosa por el bien del reino. También desean expresar su descontento general hacia este sistema.;;;;;;;;;x
feudal_tax_3_desc;Feudal lords are expected to make a large financial contribution towards the greater good of the realm. They find it hard to fully express their disgust at this state of affairs.;Les seigneurs féodaux sont tenus de verser une lourde contribution financière pour le bien de la Cour, ce qu’ils désapprouvent catégoriquement.;Les seigneurs féodaux sont tenus de verser une lourde contribution financière pour le bien de la Cour, ce qu’ils désapprouvent catégoriquement.;VRAI;Se espera que los señores feudales realicen una gran contribución financiera por el bien del reino. Tienen dificultades para expresar claramente su disgusto hacia este sistema.;;;;;;;;;x
#city_contract_0_desc;The Burghers are expected to provide a small amount of troops for the defense of the realm.;Les bourgeois sont tenus de mettre à disposition une petite troupe.;Les bourgeois sont tenus de mettre à disposition une petite troupe.;VRAI;Se espera que los burgueses proporcionen una pequeña cantidad de tropas para la defensa del reino.;;;;;;;;;x
#city_contract_1_desc;The Burghers are expected to provide a moderate amount of troops for the defense of the realm.;Les bourgeois sont tenus de mettre à disposition un pourcentage moyen de troupes pour la défense.;Les bourgeois sont tenus de mettre à disposition un pourcentage moyen de troupes pour la défense.;VRAI;Se espera que los burgueses proporcionen una cantidad moderada de tropas para la defensa del reino.;;;;;;;;;x
#city_contract_2_desc;The Burghers are expected to provide a substantial amount of troops for the defense of the realm.;Les bourgeois sont tenus de mettre à disposition un pourcentage important de troupes pour la défense.;Les bourgeois sont tenus de mettre à disposition un pourcentage important de troupes pour la défense.;VRAI;Se espera que los burgueses proporcionen una cantidad sustanciosa de tropas para la defensa del reino.;;;;;;;;;x
#city_contract_3_desc;The Burghers are expected to provide a large amount of troops for the defense of the realm.;Les bourgeois sont tenus de mettre à disposition un grand nombre de troupes pour la défense.;Les bourgeois sont tenus de mettre à disposition un grand nombre de troupes pour la défense.;VRAI;Se espera que los burgueses proporcionen una gran cantidad de tropas para la defensa del reino.;;;;;;;;;x
